username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Cyrus,349903675,Washington,2023-01-21 03:50:15,"@akathrosary @Kaleb_Atlanta Like every other heretic you have your list of scripture verses.
No man on earth who ha… https://t.co/NBl91fYwVU",0,Twitter Web App,
Michael,2167295345,"Washington, DC",2023-01-21 03:44:43,"""Feed my sheep,"" says Christ.... Feeding means loving, and loving also means being ready to suffer. Loving means gi… https://t.co/njjR3TzZJ2",0,Twitter Web App,
Gabe Lugo,2369302722,"Washington, DC",2023-01-21 03:39:04,God I hate this guy so much. https://t.co/mtMI2Gfcyh,0,Twitter for iPhone,
Like_Spinning_Plates,3396136438,"Washington, USA",2023-01-21 03:33:31,@TheRayWay @anadasky @GeeScottSr Now…give me the verse where Jesus speaks specifically of abortion. Ending pregnanc… https://t.co/fqO6ryOq42,0,Twitter for iPhone,
Mary (Parody),717365607226875904,"Washington, DC",2023-01-21 03:23:34,This. This is why I don’t let guys know where I live until I trust them Jesus Christ. https://t.co/fdVyfuffbG,0,Twitter for iPhone,
"Haydn, 🇵🇸",943912183427223552,"Washington, DC",2023-01-21 03:20:13,@graceful_hazel Christ Jesus,0,Twitter for iPhone,
ọmọlọlá ọmọlayọ̀,1433729272942899223,"Arlington, VA",2023-01-21 03:06:24,"My favorite thing right now is to give our lord and savior really Black middle names when I’m surprised 🤣

Jesus De… https://t.co/VGeUQiXvHr",2,Twitter for iPhone,
Paulette A. Robinson,464341425,"Washington, DC",2023-01-21 02:48:16,"with an abundance of unending harvest of Love, happiness, gratitude, health, joy, wealth &amp; prosperity! We Thank You… https://t.co/pdpjKkNzsq",0,Twitter for iPhone,
Paulette A. Robinson,464341425,"Washington, DC",2023-01-21 02:48:15,"dew drops of mercy shines bright! Bless my Loved Ones, my great blessings that we are filled with your Love &amp; over-… https://t.co/PlKsHyCZbS",0,Twitter for iPhone,
Reis/Creamy🚀,831304462534852609,"Washington, DC",2023-01-21 02:35:13,"gotta love the wonderfully accepting Valorant community :)

BLACK JESUS #16666 https://t.co/w0IQExIXHp",0,Twitter Web App,
The War Cry,928172629,"Alexandria, VA",2023-01-21 02:19:00,"""...leave the past behind and with hands outstretched to whatever lies ahead … go straight for the goal—my reward t… https://t.co/8hjEEWemd1",1,Sprout Social,
DHR FIGHTER PODCAST 💯✡️,1594442305108381702,"Washington, DC",2023-01-21 02:18:48,How is it being replaced by a woman as the first full time red ranger wtf is you talking about this is the bullshit… https://t.co/JnByfODPGX,0,Twitter for Android,
Julia G. G. Allen,1494772721678438406,"Washington, DC",2023-01-21 02:07:29,"@nbcwashington God, please a make us a people that respond with love - Your love. #Prayer",0,Twitter for iPhone,
Kat Abu,2868329501,"Washington, DC",2023-01-21 02:00:48,@EyesOnTheRight god i hate that name so much,0,Twitter Web App,
National Catholic Register,20064348,"Washington, D.C.",2023-01-21 01:47:31,"‘God is love, and true love gives way to life,’ the Catholic thespian told the large crowd in Washington…… https://t.co/qriKl46YRO",37,TweetDeck,
"Haydn, 🇵🇸",943912183427223552,"Washington, DC",2023-01-21 01:40:42,@missmaladitesta He loves you and you are on His mind perpetually. Each moment that you have being you have it beca… https://t.co/FoeWFYbHEF,0,Twitter for iPhone,
"Haydn, 🇵🇸",943912183427223552,"Washington, DC",2023-01-21 01:38:23,@missmaladitesta I feel like you need to hear it. God loves you as much as it is possible to love. Nothing can sepa… https://t.co/luTl3eMu5N,0,Twitter for iPhone,
CeeFo Bane,1356659450795458560,Washington D.C.,2023-01-21 01:31:52,"@Ptolm31 @Susan_E_J_USA @TLunee @phemoid @Nyven2 Oh god ""pro women's separatist"" jesus fucking christ lmfao",0,Twitter Web App,
TheVageterian aka Brandon Daniels🚸👽🛸💨,399842036,WASHINGTON,2023-01-21 01:22:10,@bhaleyart @FightHaven That’s Fuckin wild dude Jesus Christ I don’t doubt nothin though people legit lost they damn… https://t.co/RdcA27rQr8,0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-21 01:17:31,"@mfjlewis The effect of the love is different, but the act is the same. One can see that in article 3 of the same q… https://t.co/hb5qhfjgR7",0,Twitter for iPhone,
Bob Noziglia,42238761,"Alexandria, VA",2023-01-21 01:06:31,"@dannykanell Danny, you can hate people if you want to, it is a free country. 

But just don’t spread ridiculous (a… https://t.co/JXdd7FOO5r",0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-21 01:04:23,"@mfjlewis ? Saying that God loves all with the same love ? That seems to be what Francis is saying, unless you are… https://t.co/Okea7Eh5Tk",0,Twitter for iPhone,
Moonlit Catherine 🌙,1139200909219631104,"Washington, USA",2023-01-21 00:40:10,"@sanctushelena @ZamboniToni God I love X
Also different series but Dragon Quest 11 is really pleasant all around",0,Twitter for Android,
Chip White (Printing Guy),799460020756877313,"Falls Church, Virginia, USA",2023-01-21 00:40:09,"Please, for the love of God and all that is Holy. Name your layers.

That is all.",0,Twitter Web App,
Pete,1536418747522621441,"Washington, DC",2023-01-21 00:19:43,"@SenWarren NO joke!  Of COURSE RepubliCant's r dead-set on being the first group of people  to TAX GROCERIES!
Good… https://t.co/VHyEzXFdkj",0,Twitter for Android,
Stephen Biokoro,1009560169662083072,"Lanham, MD",2023-01-21 00:14:44,"Check out my new single ""Trusting Jesus Christ: Proverbs 3:5--6."" distributed by @DistroKid and live on Deezer! https://t.co/AIltZZbpTC",0,Twitter for Android,
Keosha,71708514,"Washington, DC",2023-01-21 00:13:15,I love how favor shines and radiates on a person. You can clearly see God’s favor on certain people’s lives and it’s beautiful.,1,Twitter for iPhone,
Moonlit Catherine 🌙,1139200909219631104,"Washington, USA",2023-01-21 00:12:18,@j0anbug God I love banana bread,0,Twitter for Android,
ガビ,1055977652857851905,"Washington, DC",2023-01-21 00:10:41,Starting my audiophile journey… and jesus fucking christ why didn’t y’all tell me about these headphones sooner???… https://t.co/10sDJRphAN,0,Twitter for iPhone,
F/A Sketchy,836352458330796032,"Washington, USA",2023-01-21 00:03:49,"Door to door catholics just stopped by my house and ask if I want to hear about the lord Jesus christ....ummm
FUCK… https://t.co/17W4wKhKOo",0,Twitter for Android,
Account Is Broken!,77012250,"Los Angeles/Washington, DC",2023-01-20 23:59:38,"@RealUnsweetDee @CouldSabercrazy Jesus Christ. You see, this is why Title 42 is so bad. It's practically impossible… https://t.co/xSEqpyrNBf",0,Twitter for Android,
Stacks202,989747667197607936,"Washington, DC ",2023-01-20 23:54:52,"Damn 2016 vibes 💔🥺❤️. 

I'm thankful for everything God. Idk why you blessing me but I can only thank you Lord 💘🙏🏼.… https://t.co/YwycUWPKhY",0,Twitter for Android,
Luis M Alvarez,133434530,"Greenbelt, MD",2023-01-20 23:42:01,@RonnyJacksonTX Yeah I get it you want to eat lumps of coal and drink toxic water that's cool and throw in a fried… https://t.co/mJMhKs9YiM,0,Twitter Web App,
Catholic Standard,77285306,"Washington, D.C.",2023-01-20 23:39:38,More than 6000 people attended the Mass for the National Prayer Vigil for Life at the Basilica of the National Shri… https://t.co/6jNOo1xMSh,1,Twitter for iPhone,
Alexander Popemobile,485349849,"Washington, DC",2023-01-20 23:26:37,@GGGoneMad I love when people approach anthropology the way Jane Goodall studied chimps. God bless.,0,Twitter for iPhone,
wogurt,1705472376,"Washington, DC",2023-01-20 23:14:19,i hate tanyel oh my god,0,Twitter for iPhone,
jay dubster,1306691785758892033,"Washington, DC",2023-01-20 23:05:15,"@ZubyMusic Once saved, always saved by the blood of Jesus Christ",0,Twitter for iPhone,
Keith H,3544757654,"Washington, USA",2023-01-20 23:00:23,"March for Life 2023: Full speech of Jonathan Roumie, plays Jesus in The ... https://t.co/fxuQytQDAf via @YouTube “G… https://t.co/fjsKnChlq9",0,Twitter for iPhone,
mick,1421482543,"Alexandria, VA",2023-01-20 22:57:55,@Joe77452104 @DailyCaller Agree though the good Sisters who taught at my primary and high schools professed their l… https://t.co/8PND7juAyo,0,Twitter for iPhone,
Guitarist in Retrograde,1068845042616291328,"Washington, USA",2023-01-20 22:47:27,"@SagED_UP For me? The earthly father figure of Jesus Christ.

In boxing? Smokin' Joe Frasier.

In the 20th century?… https://t.co/Ydmow49CBb",0,Twitter Web App,
Dara Kaye,24966032,"Washington, DC",2023-01-20 22:45:32,@annabroges Jesus christ read the room twitter https://t.co/TCpEnznYHM,0,Twitter for Android,
🦓Pot☂Luck😈,577517639,"Washington, USA",2023-01-20 22:34:39,@Bosslady75110 @CalmerComa @celebrikid @FBI God damned right I am. I didn't pay for all this therapy just to hate m… https://t.co/iOS79fcQ1a,0,Twitter for Android,
"Haydn, 🇵🇸",943912183427223552,"Washington, DC",2023-01-20 22:28:09,@MrDelRivero @WB_Baskerville Likewise. The thought that my struggles could be stemming from the fact that God doesn… https://t.co/aikTgxCiMh,0,Twitter for iPhone,
"Haydn, 🇵🇸",943912183427223552,"Washington, DC",2023-01-20 22:26:30,"@MrDelRivero @WB_Baskerville For us we wouldn’t *want* to be loved by a god like that, because we don’t love Him ba… https://t.co/pN8DZ67ywv",0,Twitter for iPhone,
Destry Edwards,3838823783,"Washington, DC",2023-01-20 22:24:34,"@KatMurti Biblically-speaking, Moses is absolutely a Christian figure. He even appears WITH Jesus in the transfigur… https://t.co/xZs8gF3bwp",0,Twitter for iPhone,
Nalo 🐢,1225244748530823170,"Washington, DC",2023-01-20 22:11:02,i really love my life today and for that I thank God.,2,Twitter for iPhone,
arian,58373429,Northern VA/Washington DC,2023-01-20 22:09:51,God I love this show so much I cannot wait https://t.co/krhvKY5s99,0,Twitter for Android,
electronic wife,716819370882703364,"Washington, USA",2023-01-20 21:54:53,for the love of god stop putting roman statue icon accounts on my timeline,0,Twitter Web App,
Jahnelle,931813598715883520,"Landover, MD",2023-01-20 21:52:28,@Lukewearechange God please bless and protect him for doing God's work. He has real love for his vulnerable patients with ignorant parents.,0,Twitter Web App,
Anna McLeish 🇺🇦,1437080420798148610,Washington DC,2023-01-20 21:52:05,@IliaOrthodox @Brcremer Jesus discerned the difference between physical illness and demonic possession. He healed t… https://t.co/Eg8KPwsF4u,0,Twitter for iPhone,
Fred H. N7MHS ✝️,265213242,"Washington, USA",2023-01-20 21:37:44,"There are 2 ways to heaven!
1) be PERFECT, as God!
2) trust in Christ’s perfect work! https://t.co/JqcQsMKYtY",0,Twitter for iPad,
Fred H. N7MHS ✝️,265213242,"Washington, USA",2023-01-20 21:34:51,"@119Ministries The Law of God is an escalator,
you keep trying to climb,
but it keeps taking you down.

Christ’s Go… https://t.co/nE0jagGLqP",0,Twitter for iPad,
Mark A. McCleary,2273454115,"Silver Spring, MD",2023-01-20 21:23:33,Neville Peter    - My Jesus I love Thee,0,Radio.co now playing,
Anna McLeish 🇺🇦,1437080420798148610,Washington DC,2023-01-20 21:15:50,@alangodwin52 I’m a DEM. I love Jesus. I’m a Bible teacher. I live my faith. My friends are the same. We’re not try… https://t.co/pgPbnzlJDC,0,Twitter for iPhone,
yoruichi shihōin,1192591630899073024,"Washington, DC",2023-01-20 21:15:03,@ebk_ministries The Lord put her on my heart as well and I told a Christian friend that Jesus was going to deliver… https://t.co/nSXOLyCulO,0,Twitter Web App,
MISS AMAZING,188633351,Where Your Father At,2023-01-20 20:47:24,"I remember i use to be in SE 24/7 with my god mother, them was the days. Going out to the club and having house par… https://t.co/E6HK4DoA9M",0,Twitter for iPhone,
Cy✨🪐,981896172062363648,"Washington, DC",2023-01-20 20:06:16,Passion Of The Christ: Jesus Reloaded? https://t.co/5HthXePwLI,0,Twitter for iPhone,
ECWW - Olympia,49743499,Western Washington,2023-01-20 20:01:29,"Grant that in all times of trial and persecution, we might remain steadfast in faith and endurance, according to th… https://t.co/vtFofYQeBO",0,Hootsuite Inc.,
Emily Eckert,2644141445,"Alexandria, VA",2023-01-20 19:59:58,Jesus Christ any other Pennsylvanians tear up reading this tweet? 🥲 https://t.co/SKn5tmgrRO,0,Twitter for iPhone,
LDS Mount Vernon VA Stake,2490618277,"Alexandria, VA",2023-01-20 19:58:46,"“Your testimony in Jesus Christ isn’t just what you say — it’s who you are.” ~ Elder Gary E. Stevenson 

#TrustGod… https://t.co/6sv89uv6GS",1,Twitter for iPad,
Chris Martin,1586423940,"Arlington, VA",2023-01-20 19:57:37,"@scumbelievable ""Look, I'd love to be all on board with the LGBT cause and all, but I'm bound by the immutable decl… https://t.co/Vs68KnVdd0",0,Twitter Web App,
Fred,24730068,"Silver Spring, MD",2023-01-20 19:47:42,"@SeantelleSande1 Change by T. Hawkins, Yes by Mississippi Mass Choir, He Decided To Die by Donald Vail, God Is by J… https://t.co/1wQzPHxJyI",1,Twitter for iPhone,
EZ_Speaks,988137163,"Washington, DC",2023-01-20 19:47:33,"@itzz_blitz1 Goodness me, Peter Obi’s security have the hardest job in Nigeria right now o! God help them, the love is just too much! 😂😂😂",0,Twitter for iPhone,
Bruskii,83492423,"Camp Springs, MD",2023-01-20 19:41:25,I hate micromanaging God please keep me from cussing,0,Twitter for iPhone,
GoldenStateTimes.com 🇺🇸,828157237,Washington DC,2023-01-20 19:30:00,"@HeGetsUs Jesus loves everyone indefinitely, he doesn’t care if you love him back he will not disagree or debate yo… https://t.co/BUObw8iKZr",0,Twitter for iPhone,
Japers’ Rink,16498112,"Washington, D.C.",2023-01-20 19:29:08,"Jesus Christ, stop torturing the man. This is sick. https://t.co/Mo4ko0AymQ",3,Twitter Web App,
Tania U,1139907079056089089,"Washington, DC",2023-01-20 19:22:44,"@bennyjohnson He looks confused and stressed. God bless our brothers and sisters in Christ! Now this guy, he doesn’… https://t.co/BJudfIviCJ",0,Twitter for iPhone,
🗡,434338112,"Hyattsville, MD",2023-01-20 19:18:07,"I love being a nail tech getting cute pink packages, new cute charms/stones, meeting new cute girlies. Ah thank u god! 🙏🏽",0,Twitter for iPhone,
"Haydn, 🇵🇸",943912183427223552,"Washington, DC",2023-01-20 19:11:42,"@v_respecter “God could reconstitute your beloved animals, perfected in the materiality of New Creation- He just wo… https://t.co/SGurddpIXK",0,Twitter for iPhone,
Jacob May,85710147,"District of Columbia, USA",2023-01-20 18:29:53,"We ask this through our Lord Jesus Christ, your Son, who lives and reigns with you and the Holy Spirit, God, for ever and ever. Amen.",0,Twitter for iPhone,
doesitreallymatter,1392494287976292356,"Washington, DC",2023-01-20 18:28:55,I’m so serious when I say this. I love God. When I say every time he saves me EVERY TIME!!!!,0,Twitter for iPhone,
Family Research Council,18163042,"Washington, DC",2023-01-20 18:27:42,"""God is love. And true love gives way to life, not death.""
@JonathanRoumie #whywemarch https://t.co/KFjoriW57d",3,Twitter Web App,
Sevenfold,1409501793898446855,"Washington, DC",2023-01-20 18:27:32,"@LPNational God please, I would love if it ended you. You're a joke.",0,Twitter Web App,
Unanimous Dude,1183694098575843328,"Washington, DC",2023-01-20 18:25:36,"@WhyMeLard @Refugees A born again Christian, huh? Knew it. What did Jesus Christ say about refugees? https://t.co/yoOJhMMETa",0,Twitter for iPhone,
Pernernerhausen,614872828,"Arlington, VA",2023-01-20 18:19:44,"Still in my heavy rotation of music since it came out.  God, I love @anxiousct https://t.co/JkSAYwxVz2",0,Twitter for iPhone,
Jeff Pudlo,28497584,"Washington, DC",2023-01-20 18:14:29,Jesus fucking Christ. https://t.co/Pi8b1VM4C8,0,Twitter Web App,
Adventist HealthCare,18027697,"Gaithersburg, MD",2023-01-20 17:47:10,God's Love Lights the Way #MissionMoment https://t.co/3LsL29ftW3 https://t.co/1H9YSsOmuB,1,Sprout Social,
Emi🦼🏳️‍⚧️🏳️‍🌈🇬🇧🇺🇦,142381669,"Langley, VA",2023-01-20 17:41:48,@Mrs_Schwarzski I used to be really anti religious for obvious reasons but I came to realise in my mid 40’s I had b… https://t.co/pYObP7uNel,0,Twitter for iPhone,
Karl the Fisherman,1118120702,sterling va,2023-01-20 17:41:39,"@seahorsebend I am very sorry for your Loss, my prayers in Jesus Christ mighty name please Comfort all hearts in th… https://t.co/faBgJMesHV",0,Twitter Web App,
William Earl,19041673,"Temple Hills, MD",2023-01-20 17:38:22,@ourdailybread Amen!  The love Jesus has for us is so much stronger than that to which Solomon refers.,0,Twitter Web App,
Moonlit Catherine 🌙,1139200909219631104,"Washington, USA",2023-01-20 17:10:38,@AceleaLily God I hate this game,0,Twitter for Android,
JaJa,1492996886571077634,"Washington, DC",2023-01-20 17:03:04,@smerdon_bonnie @justinbaragona Like holy hell… we’re you born yesterday? Did Mikey Cyrus make Dolly Parton famous? Jesus H Christ.,0,Twitter for iPhone,
carleigh,803384049830137857,"Washington, DC",2023-01-20 16:56:59,@DiscussingFilm Please for the love of god get rid of jared leto please,0,Twitter for iPhone,
"Jonah, King of Whales",1568245694468587520,"Washington, D.C.",2023-01-20 16:55:33,"@Jellis_7 @upblissed @ayeejuju Commenting ""GoD nOt ReAl"" on a joke is cringy and screams ""I hate my religious paren… https://t.co/aul8Y8gwUX",0,Twitter Web App,
Jokes/Jokersdomain,451280372,"Washington, DC",2023-01-20 16:53:36,Bro I'm not a dog. FOR THE LOVE OF GOD becon for me like one,0,Twitter for iPhone,
Epiclicity,950190935618572290,"Washington, DC",2023-01-20 16:28:43,@CommonSenseSam @BurgerKing THEY JUST CLOSED THE ONLY BURGER KING I KNEW OF IN THE CITY! You and @JesseLarkin are a… https://t.co/jp3k6UyGFq,0,Twitter for Android,
Christ Evangelical Lutheran Church,846532278482358272,"Fairfax, VA",2023-01-20 16:18:11,"RT ELCA: Let us love one another, because love is from God. https://t.co/TESpHzNs9s",0,IFTTT,
katsian andor,63205653,"Washington, DC",2023-01-20 16:14:21,@artofnickyrdrgz like it's now a cliche to say the cruelty is the point but jesus christ let the people buy a fucking chicken breast,0,TweetDeck,
Sunflower Mook 🌻,174108722,Washington D.C,2023-01-20 16:12:24,@lashonwaxoff @SUBTWEET_GOD Beyoncé and Jay Z Crazy in love,0,Twitter for iPhone,
Dre,1539819795943751681,NYC/DC he/him,2023-01-20 16:05:58,Jesus fucking Christ I hope this world burns sooner than later https://t.co/dQq48P1l5B,0,Twitter for iPhone,
Adam Guerra,276380580,"Arlington, VA",2023-01-20 15:59:25,@okjewinabadtown That’s manic energy Jesus Christ,0,Twitter for iPhone,
Dan Enos' Constant,21053670,Washington DC,2023-01-20 15:49:37,"@AimesGA having been on the let go side, there's something to be said for it being handled professionally and with… https://t.co/jk7TNImGmp",0,TweetDeck,
Jon-Christopher Bua 🎬🎤 🎓,16737566,Washington DC,2023-01-20 15:49:27,Love The 60s Montage My Life Flashes Before Me However The Film “Love Actually” Last Scene More Wonderful Use Of “G… https://t.co/bs7lejBAPg,2,Twitter for iPhone,
Rohit Kumar,1249521439,"Washington, DC",2023-01-20 15:39:44,"@LPDonovan @TedBrogan5 @JStein_WaPo This was the plurality view near the end of the 2011 exercise - i.e., please fo… https://t.co/0YisNBRUkN",2,Twitter Web App,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 15:36:31,@guy_firefly @Jolz_Aust Thinking deeply about God is a difficult but rewarding task. It seems like you are using th… https://t.co/PeSCwj4hyx,0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 15:33:03,"@guy_firefly @Jolz_Aust So some people are more open to God’s love than others, totally agree. I would just add a c… https://t.co/GCWYwLjigz",0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 15:29:09,"@guy_firefly @Jolz_Aust Mr Firefly, can you tell me what you mean by God’s love? For me, it means God’s will which… https://t.co/ZCfik4A7bY",0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 15:25:07,@guy_firefly @Jolz_Aust So then we agree that by the action of being baptized and receiving his love through the sa… https://t.co/5Phx1easy6,0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 15:22:27,@Jolz_Aust @guy_firefly That depends on what one means by “love” it seems. Does God love babies? Absolutely. Even p… https://t.co/eyRhyTH1DL,0,Twitter for iPhone,
Chris Abraham,608473,"Arlington Heights, VA",2023-01-20 15:17:25,"And I'm proud to be an American
Where at least I know I'm free
And I won't forget the men who died
Who gave menthol… https://t.co/1N0hUsW6uE",1,Twitter for Android,
Chris Abraham,608473,"Arlington Heights, VA",2023-01-20 15:17:18,"@RyGuy607 And I'm proud to be an American
Where at least I know I'm free
And I won't forget the men who died
Who ga… https://t.co/2NxjIudBNb",0,Twitter for Android,
Ed Husain,344261512," Washington, DC",2023-01-20 15:17:14,An ancient city and a people bound together by the love of God and scriptures—their conserving of tradition gave us… https://t.co/0nAANOrDDc,0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 15:15:49,@guy_firefly @Jolz_Aust I am actually trying to express the limits of our language of God by recourse to the apopha… https://t.co/TbbOSHMlp4,0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 15:12:53,"@guy_firefly @Jolz_Aust We have to be careful with what we mean by love, especially as applied to God. I am meaning… https://t.co/Xu5gdrADhz",0,Twitter for iPhone,
BinE Tesfaye ቢኒ ተስፋዬ,2969096867,"Washington, DC",2023-01-20 15:04:49,@Hawzien @SAfmRadio @KoketsoSachane The &gt;600K death was due to fighting an unnecessary war. When will you put this… https://t.co/JlY5M5PAlY,0,Twitter for iPhone,
Patricia Dawn,1117561112613072898,"Great Falls, VA",2023-01-20 15:03:45,"@thebusybeliever @HeGetsUs Jesus seeks out the lost lamb, the tax collector, the sinner. He never gives up on us… e… https://t.co/Gr37vmuk1S",0,Twitter for iPhone,
I Got Bond $$$,1081908852,"Washington, DC",2023-01-20 15:02:10,@BeverleexHills I’d love it there 😂😂😂,0,Twitter for iPhone,
Bethany Brookshire,31443503,"Washington, DC",2023-01-20 15:01:36,"Before we get there though the gods are saying hey, poor Odysseus has been this goddess' love-slave for like 10 yea… https://t.co/UzPLBfFLwh",0,Twitter Web App,
Reese 😷,929063291531309056,LA | DC,2023-01-20 14:55:04,@SultanReina yesssss same! god i love 3M respirators,0,Twitter for iPhone,
Ibrahim Hooper,41616680,"Washington, DC",2023-01-20 14:53:12,Christianity and Islam are both monotheistic faiths whose religious texts — the Bible and the Quran — include many… https://t.co/Y0gATiIsqt,2,Twitter Web App,
「 s i n a e r y s 」,40514090,The World That Never Was,2023-01-20 14:49:39,"God I hate this ""for you"" bullshit",0,Twitter for Android,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 14:40:54,"@Jolz_Aust There is a greater goodness (sacramental character, sanctifying grace, etc) in a baptized child, so God… https://t.co/jMEuqu0Aay",0,Twitter for iPhone,
"Fr. Thomas Aquinas Pickett, O.P.",983619192900304896,Washington DC,2023-01-20 14:36:19,"@Jolz_Aust God doesn’t love everything equally (in terms of effect, but not in terms of the single act of love). Th… https://t.co/qrxDTlGDJl",2,Twitter for iPhone,
Teammate Charles Purcell,3904053015,"Washington, DC",2023-01-20 14:28:27,Love like Blazing Fire ⁦@ourdailybread⁩ #ourdailybread #fridayfeeling #dailyencouragement #stayencouraged… https://t.co/0biOcDernO,0,Twitter for iPhone,
Harry Jennings,294016096,"Washington, DC",2023-01-20 14:22:43,@LFC No. Just no. The human biceps femoris just doesn't heal that quickly. Benfica only gave him 11 days with his l… https://t.co/0vCZTcuUcZ,0,Twitter for Android,
S,99845304,"Washington, DC",2023-01-20 14:10:22,Thanks For The Love God,0,Twitter for iPhone,
Alison,2577046442,"Washington, DC",2023-01-20 14:07:47,@KekePalmer I so appreciate your added thoughts on this. His story also gave me pause when I first saw it. Sure hop… https://t.co/cbBQpLT54Y,0,Twitter for iPhone,
Heritage Foundation,10168082,"Washington, DC",2023-01-20 13:40:10,Comments like this and the attempt to push far left woke ideologies into EVERY aspect of society are leading to the… https://t.co/wEFO1AnBRL,21,Twitter for iPhone,
ionalchemist (Gab: @ionalchemist),110090334,Washington,2023-01-20 13:35:19,@SaveYourSons How to live and love like Jesus.,0,Twitter for Android,
Dave Zirin,50684256,"Washington, DC",2023-01-20 13:28:07,They’re very concerned with my immortal soul while being extremely angry that I exist. It’s obscene to see a moveme… https://t.co/S9JgYFDTDi,28,Twitter for iPhone,
Dave Zirin,50684256,"Washington, DC",2023-01-20 13:25:57,"Thanks to Dungy article, I’ve experienced the full christo-fascist bot response over the last 18 hours and if I had… https://t.co/kj59XoMmdo",192,Twitter for iPhone,
Omar Eaton-Martínez,26817190,"Upper Marlboro, MD",2023-01-20 13:04:49,"“For as many of you as were baptized into Christ have put on Christ. There is neither Jew nor Greek, there is neith… https://t.co/KEzLfQP2S1",0,Twitter for iPhone,
The Cup,1638508782,"Lanham, MD",2023-01-20 12:51:05,Jimmy Russell &amp; BOC (Because Of Christ) - When Jesus Comes https://t.co/d7BGbKDET8,0,WBGRCUP Playlist,
Mark A. McCleary,2273454115,"Silver Spring, MD",2023-01-20 12:33:59,New Life Community Choir   - We love You Jesus,0,Radio.co now playing,
"FrMichael Sliney, LC",735320540,"Potomac, Maryland",2023-01-20 12:33:39,"“Contemplation is nothing else but a secret, peaceful, and loving infusion of God, which if admitted, will set the… https://t.co/oXAovmzMez",2,Twitter Web App,
Christians Of The Middle East Foundation,950544840659529730,"Washington, DC",2023-01-20 12:32:51,@Pontifex God’s word pushes us to go out of ourselves so as to encounter our brothers and sisters solely with the g… https://t.co/nqNPofOKtF,5,Twitter for iPhone,
Christians Of The Middle East Foundation,950544840659529730,"Washington, DC",2023-01-20 12:32:34,God’s word pushes us to go out of ourselves so as to encounter our brothers and sisters solely with the gentle powe… https://t.co/EPvFNSnf1Q,0,Twitter for iPhone,
Evans E. 🏳️‍🌈⚧ 👨🏿‍🏫 #KingCharles'Angel,107045613,Washington DC,2023-01-20 12:14:12,"@TOMolloyMEN @MENnewsdesk He will be so delighted.  He deserves the love, particularly after the heartbreaking betr… https://t.co/GzEP0TnB0y",0,Twitter Web App,
Grace Episcopal Church,1129703058,"Alexandria, VA",2023-01-20 12:09:39,We love to offer formation opportunities that help our children explore their innate sense of the presence of God.… https://t.co/DHWaheGiU2,1,Twitter Web App,
foryourmarriage,16267182,"Washington, DC",2023-01-20 12:02:33,"“Where you invest your love, you invest your life.” (Marcus Mumford) Is your love invested in the most important pa… https://t.co/A84sHWVDg6",3,Hootsuite Inc.,
Caleb Morell,34686037,"Washington, DC",2023-01-20 12:01:49,"Finally remember:
1 All our supplies of grace are from JESUS
2 The only way to receive supplies of spiritual streng… https://t.co/WcYFlBg0pt",0,Twitter Web App,
❤️ Ashley ❤️,1522367449403777026,"Washington, USA",2023-01-20 11:40:00,"@AnkhetAmenti @KatoZlato27 This thread love❣️ 🤯🥹🙏🥰❤️

Speaks to my soul❣️ ✨❤️✨

Thank Y❤️U for all of the beauty an… https://t.co/ayOFqWBcXe",0,Twitter for iPhone,
His Majesty,74707878,"Washington, DC",2023-01-20 11:25:25,"The Lord Jesus Christ is the light of the world. If you walk with Him, you’ll never walk in darkness. https://t.co/AZu1hrLvnL",0,Twitter for iPhone,
trump fan,1561339957314260993,"Fairfax, VA",2023-01-20 11:14:19,@SevenShepherd In the name of Jesus Christ help need it get evicted with my 2 elderly parents politicians they don’… https://t.co/3SrPgTMVg8,0,Twitter for iPhone,
💙BEAMER BLOW💙,1068894466059190274,"Washington, DC",2023-01-20 09:41:56,"All I want is god’s love, after I done denied his existence openly cause my self centered ass wasn’t getting my way… https://t.co/rFZ6dZ2963",0,Twitter for iPhone,
11 Vanar 11,1606623638719012866,Arcturus,2023-01-20 09:35:52,What Baghie ultimately demonstrates is that even when Kundalini Shakti awakens in an utterly befuddled neo-nazi qua… https://t.co/JaRwgxeuTS,0,Twitter Web App,
